Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
02/15/2023,48387,7,Red River County,TX,98.9,5752,47.8,5748,50.2,5687,54.3,5523,57.1,2246,73.8,5024,41.8,5022,43.9,189,10.7,4975,47.5,4833,50,2090,68.7,1886,37.5,1886,37.6,1878,37.7,1868,38.7,1628,46.4,1167,55.8,628,38.6,486,41.6,C,9,9,9,9,10,11,Non-metro,5,5,5,5,6,7,10,10,10,10,6,6,6,6,12023,11440,1770,10471,9670,3044,746,6.5,744,7.1,739,7.6,508,16.7
02/15/2023,17203,7,Woodford County,IL,97.9,22607,58.8,22479,62,21589,66.2,20188,69,6521,90.9,21526,56,21440,59.2,2151,30.8,20622,63.2,19289,65.9,6320,88.1,12598,58.5,12597,58.8,12400,60.1,11932,61.9,8591,73.5,5257,83.2,5020,58.4,3524,67,A,2,2,2,2,3,4,Metro,2,2,2,2,3,4,4,4,4,4,4,4,4,4,38459,36244,6989,32614,29255,7172,5579,15.4,5491,16.8,5358,18.3,3195,44.5
02/15/2023,34027,7,Morris County,NJ,94.1,469023,95,465217,95,443921,95,413859,95,96323,95,399270,81.2,396969,84.9,45715,58.6,378123,88.2,351254,90.2,83293,95,234237,58.7,234135,59,230119,60.9,218836,62.3,133007,71.7,66272,79.6,67923,51.1,39932,60.3,A,4,4,4,4,4,4,Metro,4,4,4,4,4,4,4,4,4,3,4,4,4,3,491845,467329,77961,428537,389368,86486,98831,21.1,96628,22.5,93236,23.9,38616,44.7
02/15/2023,48325,7,Medina County,TX,98.9,33796,65.5,33686,69.4,32639,74,30354,76.3,8086,92.3,29258,56.7,29243,60.3,2688,30.8,28498,64.7,26555,66.8,7288,83.2,12654,43.2,12654,43.3,12533,44,12299,46.3,8788,58.4,4840,66.4,4192,47.7,2641,54.6,C,10,10,10,10,11,12,Metro,2,2,2,2,3,4,11,11,11,11,3,3,3,3,51584,48507,8732,44079,39775,8757,5126,10.6,5047,11.4,4942,12.4,2582,29.5
02/15/2023,21121,7,Knox County,KY,94.1,13030,41.8,13007,44.5,12780,48.3,12223,51,3523,63.8,11727,37.7,11718,40.1,662,12.6,11543,43.6,11056,46.2,3354,60.7,4610,39.3,4610,39.3,4593,39.8,4528,41,3432,52.3,2105,62.8,1219,35.5,833,39.6,D,13,13,13,13,13,14,Non-metro,5,5,5,5,5,6,14,14,15,14,6,6,7,6,31145,29217,5266,26453,23951,5523,1350,4.6,1344,5.1,1332,5.6,758,13.7
02/15/2023,37163,7,Sampson County,NC,96.8,45429,71.5,45380,76.4,44393,83,41956,87.3,12542,95,34831,54.8,34819,58.6,2513,22.2,34164,63.9,32306,67.2,9918,85.2,11076,31.8,11075,31.8,11037,32.3,10753,33.3,7863,42.2,4871,49.1,2651,33.7,1852,38,D,14,14,13,14,15,16,Non-metro,6,6,5,6,7,8,14,14,14,13,6,6,6,5,63531,59389,11308,53473,48081,11637,4782,8.1,4769,8.9,4712,9.8,2642,22.7
02/15/2023,72054,7,Florida Municipio,PR,97.8,10963,95,10955,95,10216,95,9336,95,2500,95,10370,91.6,10370,95,1487,87.2,9721,95,8883,95,2384,95,6432,62,6432,62,6406,65.9,5856,65.9,3319,73.3,1816,76.2,838,25.2,550,30.3,A,4,4,4,4,4,4,Metro,4,4,4,4,4,4,4,4,4,3,4,4,4,3,11317,10855,1706,10093,9149,2163,549,5.1,546,5.4,540,5.9,283,13.1
02/15/2023,54053,7,Mason County,WV,97.1,15824,59.7,15809,62.9,15575,67.8,14845,70.6,5428,94.6,13787,52,13784,54.9,804,19.7,13594,59.2,12980,61.7,4882,85.1,6305,45.7,6305,45.7,6280,46.2,6168,47.5,4742,55.7,2977,61,2086,44,1475,49.5,A,2,2,1,2,2,4,Non-metro,6,6,5,6,6,8,3,3,3,2,7,7,7,6,26516,25115,4085,22961,21030,5737,2272,9,2259,9.8,2225,10.6,1423,24.8
02/15/2023,47161,7,Stewart County,TN,97.8,7055,51.4,7042,54.3,6964,58.3,6632,61,2331,82.3,6265,45.7,6259,48.3,341,16.3,6199,51.9,5918,54.4,2176,76.8,2871,45.8,2871,45.9,2859,46.1,2817,47.6,2337,57.5,1477,67.9,977,41.8,710,48.1,B,5,5,5,6,6,7,Non-metro,5,5,5,6,6,7,7,7,7,7,7,7,7,7,13715,12971,2096,11936,10875,2833,828,6.4,827,6.9,815,7.5,550,19.4
02/15/2023,55077,7,Marquette County,WI,96.7,9034,58,9007,60.7,8800,64.6,8378,66.6,3546,90.8,8574,55.1,8564,57.7,582,25.8,8375,61.4,7982,63.5,3427,87.7,5611,65.4,5611,65.5,5566,66.5,5430,68,4440,76.3,2834,82.7,2867,64.6,2050,72.3,A,2,2,1,2,2,4,Non-metro,6,6,5,6,6,8,4,4,4,4,8,8,8,8,15574,14830,2253,13629,12577,3907,3098,20.9,3074,22.6,3018,24,1941,49.7
02/15/2023,27123,7,Ramsey County,MN,94.7,452266,82.2,443252,86.5,413174,89.3,381079,90.2,82525,95,414779,75.4,409647,79.9,57685,63.9,382538,82.7,351962,83.3,79150,95,269194,64.9,268988,65.7,259153,67.7,243377,69.1,132526,81.6,70328,88.9,97587,73.6,57516,81.8,C,11,11,12,12,12,12,Metro,3,3,4,4,4,4,12,12,12,12,4,4,4,4,550321,512658,90290,462559,422368,81827,160588,31.3,154539,33.4,147229,34.9,55650,68
02/15/2023,12125,7,Union County,FL,98.6,8000,52.5,7992,55.3,7932,59.8,7670,62.7,2296,95,5620,36.9,5619,38.9,271,12.2,5565,42,5348,43.7,1589,68.6,1830,32.6,1830,32.6,1828,32.8,1805,33.8,1423,43.7,874,55,506,35.6,366,41.9,C,9,9,9,9,9,11,Non-metro,5,5,5,5,5,7,10,10,10,10,6,6,6,6,15237,14442,2217,13257,12225,2317,518,3.6,518,3.9,514,4.2,313,13.5
02/15/2023,31145,7,Red Willow County,NE,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4065,37.9,4060,40.3,234,13.6,3992,43.6,3826,45.8,1401,62,2569,63.2,2569,63.3,2563,64.2,2540,66.4,2043,81.9,1340,95,876,42.9,638,47.6,B,5,5,5,5,5,6,Non-metro,5,5,5,5,5,6,8,8,8,8,8,8,8,8,10724,10067,1721,9155,8346,2259,863,8.6,858,9.4,848,10.2,561,24.8
02/15/2023,20187,7,Stanton County,KS,93.9,1158,57.7,1155,61.8,1121,68.2,1042,72.1,283,81.6,1052,52.4,1051,56.2,108,25.5,1020,62.1,943,65.2,268,77.2,445,42.3,445,42.3,439,43,433,45.9,296,59.2,183,68.3,150,50.7,114,62.3,C,10,10,9,10,11,11,Non-metro,6,6,5,6,7,7,11,11,11,11,7,7,7,7,2006,1870,424,1643,1446,347,158,8.4,155,9.4,154,10.7,96,27.7
02/15/2023,19017,7,Bremer County,IA,97.3,16389,65.4,16301,69.1,15629,72.9,14558,74.9,4963,95,15496,61.8,15431,65.4,1581,38,14815,69.1,13850,71.2,4770,95,9567,61.7,9567,62,9416,63.6,9076,65.5,6560,79.4,4181,87.7,4439,67.7,3196,76.4,A,2,3,2,3,3,4,Metro,2,3,2,3,3,4,4,4,4,4,4,4,4,4,25062,23601,4162,21447,19439,4977,5311,22.5,5221,24.3,5077,26.1,3132,62.9
02/15/2023,31067,7,Gage County,NE,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10194,47.4,10182,50.2,1042,28.4,9811,53.6,9140,55,3480,76.5,7199,70.6,7198,70.7,7119,72.6,6930,75.8,5384,89.5,3431,95,2876,53.4,2102,61.3,A,1,2,1,2,2,3,Non-metro,5,6,5,6,6,7,4,4,4,4,8,8,8,8,21513,20291,3667,18299,16624,4548,2900,14.3,2879,15.7,2835,17.1,1721,37.8
02/15/2023,05029,7,Conway County,AR,92.1,13529,64.9,13496,68.9,13005,73.4,12115,75.1,3799,92.4,11690,56.1,11677,59.6,1152,33.3,11279,63.6,10525,65.2,3375,82.1,5835,49.9,5834,50,5779,51.2,5596,53.2,4200,65.1,2543,75.3,2198,52.3,1515,59.6,C,10,10,10,10,11,12,Non-metro,6,6,6,6,7,8,11,12,12,11,7,8,8,7,20846,19597,3456,17726,16141,4113,2518,12.8,2509,14.2,2456,15.2,1448,35.2
02/15/2023,38001,7,Adams County,ND,92.7,1290,58.2,1288,61.4,1268,65.6,1227,68.6,564,89.2,1107,50,1107,52.8,43,13.9,1098,56.8,1064,59.5,497,78.6,637,57.5,637,57.5,637,58,631,59.3,539,67.7,376,75.7,248,46,190,50.5,B,6,6,5,6,6,7,Non-metro,6,6,5,6,6,7,8,8,8,7,8,8,8,7,2216,2098,309,1934,1789,632,307,14.6,307,15.9,306,17.1,209,33.1
02/15/2023,17097,7,Lake County,IL,97.9,646973,92.9,637991,95,597975,95,541982,95,112078,95,580613,83.4,575239,87.6,87868,69.5,539049,90.9,487371,91.9,101276,95,327984,56.5,327809,57,316263,58.7,292561,60,170959,73.9,82549,81.5,106440,62.3,58691,71.1,B,8,8,8,8,8,8,Metro,4,4,4,4,4,4,8,8,8,8,4,4,4,4,696535,656788,126419,592871,530369,103201,167458,25.5,161518,27.2,152432,28.7,61015,59.1
02/15/2023,40025,7,Cimarron County,OK,93.8,908,42.5,908,45.2,900,50.8,883,55.5,400,73.7,744,34.8,744,37,18,4.3,740,41.8,726,45.6,335,61.7,241,32.4,241,32.4,239,32.3,237,32.6,179,36,128,38.2,38,21.2,31,24.2,B,5,5,5,5,5,6,Non-metro,5,5,5,5,5,6,6,6,6,5,6,6,6,5,2137,2011,420,1770,1591,543,70,3.5,70,4,69,4.3,45,8.3
02/15/2023,31107,7,Knox County,NE,91,4500,54,NA,NA,NA,NA,NA,NA,NA,NA,4364,52.4,4361,55.9,349,23.2,4245,60.5,4012,63.6,1469,69.5,2396,54.9,2396,54.9,2369,55.8,2309,57.6,1779,69,1216,82.8,838,47.1,635,52.2,A,2,2,1,2,2,3,Non-metro,6,6,5,6,6,7,4,4,4,4,8,8,8,8,8332,7807,1502,7016,6305,2115,1064,13.6,1060,15.1,1045,16.6,577,27.3
02/15/2023,35057,7,Torrance County,NM,97,9227,59.7,9192,62.7,8902,66,8333,67.6,2802,84.4,7779,50.3,7760,52.9,721,31,7521,55.7,7039,57.1,2382,71.8,4318,55.5,4317,55.6,4261,56.7,4112,58.4,2973,66.6,1636,68.7,1628,54.8,1092,66.7,C,10,10,10,10,10,11,Metro,2,2,2,2,2,3,12,12,12,11,4,4,4,3,15461,14661,2328,13495,12333,3319,2118,14.4,2094,15.5,2044,16.6,1157,34.9
02/15/2023,30031,7,Gallatin County,MT,95.9,83639,73.1,83085,76.8,79911,80.5,75589,82.3,16184,95,70762,61.8,70466,65.1,6352,39,67845,68.4,64114,69.8,14263,94.9,37838,53.5,37838,53.7,37218,54.9,35800,55.8,19292,70.3,10890,76.4,11705,60.7,7436,68.3,A,2,3,2,3,3,4,Non-metro,6,7,6,7,7,8,4,4,4,3,8,8,8,7,114434,108181,16293,99225,91888,15030,17379,16.1,17028,17.2,16495,18,6889,45.8
02/15/2023,23031,7,York County,ME,96.2,205227,95,203445,95,195368,95,183553,95,57101,95,173472,83.5,172483,87.1,17691,61.7,165342,90.2,154792,91.4,46600,95,103521,59.7,103489,60,101426,61.3,96663,62.4,66033,72.3,36915,79.2,41685,63.1,26867,72.8,A,4,4,4,4,4,4,Metro,4,4,4,4,4,4,4,4,4,3,4,4,4,3,207641,198016,28676,183292,169340,43919,57114,28.8,55954,30.5,54259,32,28457,64.8
02/15/2023,19051,7,Davis County,IA,97.3,3626,40.3,3618,44.1,3549,49.2,3369,53.1,1312,82.2,3408,37.9,3401,41.5,225,12.2,3336,46.3,3176,50,1261,79,1887,55.4,1887,55.5,1878,56.3,1843,58,1522,70.3,1017,80.7,851,55.9,649,63.8,B,5,5,5,5,6,7,Non-metro,5,5,5,5,6,7,8,8,8,8,8,8,8,8,9000,8198,1849,7210,6349,1597,903,11,902,12.5,893,14.1,616,38.6
02/15/2023,51510,7,Alexandria city,VA,78.2,136459,85.6,134326,90.5,129904,94.1,122452,93.7,20508,95,107596,67.5,106260,71.6,9637,54.5,102693,74.4,96623,73.9,16528,85.2,37988,35.3,37846,35.6,36396,35.4,34667,35.9,16770,43,7611,46,11283,67.3,5662,74.4,B,7,7,8,7,7,8,Metro,3,3,4,3,3,4,6,6,6,5,2,2,2,1,159428,148416,17680,138072,130736,19395,28052,18.9,27140,19.7,26231,20.1,7048,36.3
02/15/2023,19031,7,Cedar County,IA,97.3,12318,66.1,12195,69.1,11734,73,10930,75.2,3599,95,11543,62,11475,65,1185,38.1,11054,68.8,10290,70.8,3460,91.3,7016,60.8,7013,61.1,6889,62.3,6620,64.3,4837,75.6,2898,83.8,3048,63,2109,72.8,A,2,3,2,3,3,4,Non-metro,6,7,6,7,7,8,4,4,4,4,8,8,8,8,18627,17645,3107,16067,14538,3788,3774,21.4,3717,23.1,3608,24.8,2044,54
02/15/2023,31069,7,Garden County,NE,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856,46.6,856,49,40,15.3,841,52.4,816,54.9,401,75.4,476,55.6,476,55.6,474,56.4,467,57.2,391,61.7,267,66.6,191,48.8,147,55.1,A,1,1,1,2,2,3,Non-metro,5,5,5,6,6,7,4,4,4,3,8,8,8,7,1837,1747,262,1605,1485,532,187,10.7,186,11.6,184,12.4,125,23.5
02/15/2023,48271,7,Kinney County,TX,98.9,2327,63.5,2321,66.6,2284,70.9,2170,73.2,778,85.5,1965,53.6,1964,56.3,122,23.3,1932,59.9,1842,62.1,676,74.3,804,40.9,804,40.9,796,41.2,780,42.3,625,54.8,429,63.5,234,37.4,186,43.4,C,10,10,9,10,10,11,Non-metro,6,6,5,6,6,7,11,11,11,10,7,7,7,6,3667,3487,523,3223,2964,910,273,7.8,269,8.3,266,9,190,20.9
02/15/2023,51770,7,Roanoke city,VA,78.2,49037,49.5,48979,52.9,48535,57.9,46044,59.8,11872,70.9,41395,41.8,41375,44.7,2338,15,41044,48.9,39037,50.7,10866,64.9,5122,12.4,5122,12.4,5075,12.4,4921,12.6,2718,12.7,1248,11.5,1340,49.3,704,56.4,D,13,13,13,13,14,14,Metro,1,1,1,1,2,2,13,13,13,13,1,1,1,1,99143,92662,15602,83897,77060,16751,2376,2.6,2356,2.8,2298,3,760,4.5
02/15/2023,20165,7,Rush County,KS,93.9,1737,57.2,1734,60.3,1713,64.8,1649,68.2,684,88.6,1591,52.4,1590,55.3,72,15.7,1572,59.5,1518,62.8,641,83,826,51.9,826,51.9,822,52.3,818,53.9,676,62.9,459,71.6,322,47.6,253,55.1,A,2,2,1,2,2,4,Non-metro,6,6,5,6,6,8,4,4,4,3,8,8,8,7,3036,2877,459,2643,2418,772,257,8.9,255,9.6,253,10.5,166,21.5
02/15/2023,48283,7,La Salle County,TX,98.9,5650,75.1,5638,79.3,5427,83.3,5049,83.6,881,86.5,4794,63.7,4793,67.4,469,43.9,4638,71.2,4324,71.6,820,80.6,1925,40.2,1925,40.2,1914,41.3,1871,43.3,1182,61.4,566,69,508,43,269,47.5,D,14,15,15,15,15,16,Non-metro,6,7,7,7,7,8,15,15,15,15,7,7,7,7,7520,7107,1069,6517,6038,1018,432,6.1,432,6.6,420,7,193,19
02/15/2023,26059,7,Hillsdale County,MI,94.2,18828,41.3,NA,NA,NA,NA,NA,NA,NA,NA,18128,39.8,18120,42.1,908,12.6,17934,45.6,17212,48.1,6803,73.9,9594,52.9,9594,52.9,9565,53.3,9388,54.5,7487,62.9,4720,69.4,2759,36.9,1986,42.1,B,5,5,5,5,5,7,Non-metro,5,5,5,5,5,7,8,8,8,7,8,8,8,7,45605,43024,7233,39315,35791,9202,2886,6.7,2869,7.3,2826,7.9,1724,18.7
02/15/2023,13271,7,Telfair County,GA,88.8,5470,34.5,5465,36,5389,37.8,5135,38.6,1489,50,4802,30.3,4799,31.6,258,13.9,4744,33.3,4541,34.1,1423,47.8,1962,40.9,1962,40.9,1958,41.3,1936,42.6,1444,53.6,883,62.1,463,32.1,324,36.7,D,13,13,13,13,13,13,Non-metro,5,5,5,5,5,5,15,15,15,14,7,7,7,6,15860,15180,1862,14255,13318,2976,562,3.7,558,3.9,553,4.2,341,11.5
02/15/2023,13033,7,Burke County,GA,88.8,15639,69.9,15614,74.8,15193,81.6,14088,84.7,4069,95,13247,59.2,13245,63.5,1246,29.5,12927,69.4,11999,72.1,3551,95,5428,41,5428,41,5390,41.7,5212,43.4,4017,56.2,2284,64.3,1497,37.3,1000,43.8,C,10,10,9,11,11,12,Metro,2,2,1,3,3,4,11,11,11,10,3,3,3,2,22383,20864,4223,18625,16641,3575,1746,8.4,1733,9.3,1675,10.1,956,26.7
02/15/2023,51057,7,Essex County,VA,78.2,5583,51,5578,53.5,5525,57.1,5297,59.3,1985,76.3,5089,46.5,5089,48.9,249,16.8,5046,52.1,4840,54.2,1868,71.8,919,18.1,919,18.1,916,18.2,903,18.7,731,21.9,421,22.5,376,51.4,264,62.7,D,13,13,13,14,14,15,Non-metro,5,5,5,6,6,7,13,13,13,13,5,5,5,5,10953,10417,1482,9676,8935,2600,405,3.9,402,4.2,397,4.4,237,9.1
02/15/2023,21221,7,Trigg County,KY,94.1,8018,54.7,8010,57.7,7912,62.4,7595,65.8,2915,85.9,7135,48.7,7130,51.3,344,14.7,7057,55.6,6786,58.8,2678,78.9,3369,47.2,3369,47.3,3354,47.5,3313,48.8,2783,59.7,1837,68.6,1243,44.7,920,50.1,B,5,6,5,6,6,7,Metro,1,2,1,2,2,3,7,7,7,7,3,3,3,3,14651,13894,2346,12684,11548,3394,1272,9.2,1262,9.9,1251,10.8,859,25.3
02/15/2023,37099,7,Jackson County,NC,96.8,35611,81,35457,84.4,34248,87.4,32589,88.7,11126,95,26401,60.1,26349,62.7,2091,39.6,25508,65.1,24258,66.1,8178,93.4,8788,33.3,8788,33.4,8653,33.9,8335,34.4,5895,41.6,3717,45.5,2324,39.4,1590,42.8,C,10,10,10,11,11,12,Non-metro,6,6,6,7,7,8,10,10,10,9,6,6,6,5,43938,42001,5280,39175,36721,8759,5570,13.3,5501,14,5355,14.6,2886,32.9
02/15/2023,38049,7,McHenry County,ND,92.7,2780,48.4,2771,51.4,2719,56.4,2603,59.4,1078,89.7,2497,43.5,2496,46.3,143,14.1,2451,50.9,2353,53.7,988,82.2,1298,52,1298,52,1292,52.7,1274,54.1,1081,64.8,740,74.9,510,47.2,390,52.7,A,1,1,1,2,2,4,Non-metro,5,5,5,6,6,8,4,4,4,3,8,8,8,7,5745,5395,1015,4820,4380,1202,624,11.6,621,12.9,614,14,417,34.7
02/15/2023,12115,7,Sarasota County,FL,98.6,371256,85.6,370731,88.5,365437,92.4,351873,94.4,181163,95,314885,72.6,314653,75.1,15766,34.4,310256,78.5,298887,80.2,154370,95,168580,53.5,168567,53.6,167852,54.1,165191,55.3,141928,62.2,103071,66.8,77607,54.7,61780,59.9,B,7,7,6,7,8,8,Metro,3,3,2,3,4,4,8,8,8,7,4,4,4,3,433742,418704,45886,395340,372818,161948,79202,18.9,78890,20,78287,21,57992,35.8
02/15/2023,08029,7,Delta County,CO,97,16943,54.4,16906,56.9,16598,60.8,15979,63.8,7459,89.3,15386,49.4,15363,51.7,784,16.8,15127,55.4,14579,58.2,6864,82.2,8878,57.7,8877,57.8,8831,58.4,8689,59.6,7071,67.6,4863,70.8,3910,55.3,2923,60.1,C,9,10,9,10,10,12,Non-metro,5,6,5,6,6,8,12,12,12,11,8,8,8,7,31162,29716,4668,27307,25048,8352,3683,12.4,3651,13.4,3600,14.4,2369,28.4
02/15/2023,72109,7,Patillas Municipio,PR,97.8,14567,89.9,14531,92.5,13616,94.2,12535,93.2,3557,94,13557,83.6,13535,86.2,1788,79.4,12776,88.4,11747,87.3,3318,87.6,9728,71.8,9727,71.9,9675,75.7,8897,75.7,5400,81.6,2793,84.2,2091,38.7,1202,43,C,12,12,12,12,12,12,Metro,4,4,4,4,4,4,12,12,12,12,4,4,4,4,16211,15702,2253,14458,13449,3786,1340,8.5,1334,9.2,1308,9.7,657,17.4
02/15/2023,55029,7,Door County,WI,96.7,24264,87.7,24132,90.8,23458,94.2,22376,95,9656,95,22631,81.8,22530,84.8,1618,47.5,21886,87.9,20912,90.3,9127,95,15331,67.7,15324,68,15148,69.2,14771,70.6,11744,79.9,7773,85.2,8091,68.9,5938,76.4,A,4,4,3,4,4,4,Non-metro,8,8,7,8,8,8,4,4,4,4,8,8,8,8,27668,26579,3408,24890,23171,8437,9035,34,8925,35.9,8756,37.8,5917,70.1
02/15/2023,48315,7,Marion County,TX,98.9,4489,45.6,4487,47.7,4448,51.2,4272,52.9,1747,64.8,3995,40.5,3994,42.4,185,13.8,3961,45.6,3809,47.2,1598,59.3,1636,41,1636,41,1633,41.2,1618,42.5,1439,51,936,58.6,582,40.4,440,47,C,9,9,9,9,9,10,Non-metro,5,5,5,5,5,6,11,11,11,10,7,7,7,6,9854,9413,1341,8692,8072,2697,582,6.2,579,6.7,573,7.1,409,15.2
02/15/2023,31007,7,Banner County,NE,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,33.8,250,36.3,29,23,237,38.6,221,39.3,74,41.3,152,60.3,152,60.8,147,62,144,65.2,115,79.3,87,95,54,47,47,54,A,1,1,1,1,1,1,Non-metro,5,5,5,5,5,5,4,4,4,4,8,8,8,8,745,689,126,614,563,179,60,8.7,55,9,53,9.4,38,21.2
02/15/2023,48169,7,Garza County,TX,98.9,3468,55.7,3467,58.1,3449,62,3376,65.1,620,86.2,3252,52.2,3252,54.5,77,9.9,3237,58.2,3175,61.2,571,79.4,595,18.3,595,18.3,593,18.3,584,18.4,368,27.1,175,30.6,82,22.3,69,39.4,C,10,10,9,10,10,11,Non-metro,6,6,5,6,6,7,9,9,9,9,5,5,5,5,6229,5964,777,5559,5187,719,120,2,120,2.2,117,2.3,86,12
02/15/2023,55001,7,Adams County,WI,96.7,12780,63.2,12746,65.2,12513,67.8,12111,69.7,5110,83.8,11887,58.8,11872,60.8,577,26.6,11654,63.1,11295,65,4836,79.3,7572,63.7,7572,63.8,7521,64.5,7413,65.6,6068,74.4,3879,80.2,3654,60.2,2608,67.2,C,10,10,9,10,11,11,Non-metro,6,6,5,6,7,7,12,12,12,12,8,8,8,8,20220,19542,2170,18468,17372,6098,3837,19.6,3814,20.7,3766,21.7,2428,39.8
02/15/2023,01065,7,Hale County,AL,92.6,10930,74.6,10915,79.9,10627,85.9,9909,87.9,2850,95,9260,63.2,9255,67.7,790,33.2,9053,73.2,8465,75.1,2530,87.7,4115,44.4,4115,44.5,4097,45.3,4006,47.3,3076,60.2,1721,68,1245,40.5,823,47.8,D,14,15,14,15,15,16,Metro,2,3,2,3,3,4,15,15,15,15,3,3,3,3,14651,13661,2382,12369,11279,2885,1224,9,1224,9.9,1212,10.7,709,24.6
02/15/2023,29005,7,Atchison County,MO,91.3,3479,67.6,3476,71,3413,76.2,3266,79.5,1336,95,3006,58.4,3003,61.4,183,23.3,2947,65.8,2820,68.7,1159,86.2,1472,49,1472,49,1459,49.5,1422,50.4,1129,59.5,771,66.5,502,44.5,385,49.9,A,2,2,1,3,3,4,Non-metro,6,6,5,7,7,8,3,3,4,3,7,7,8,7,5143,4893,787,4479,4106,1345,599,12.2,594,13.3,584,14.2,399,29.7
02/15/2023,30007,7,Broadwater County,MT,95.9,2715,43.5,2710,45.8,2669,49,2573,51.3,1160,77.4,2188,35.1,2187,37,94,10.4,2153,39.6,2093,41.8,999,66.6,1137,52,1137,52,1125,52.3,1115,53.3,950,61.4,672,67.3,480,50.5,381,56.7,A,1,1,1,1,1,3,Non-metro,5,5,5,5,5,7,4,4,4,3,8,8,8,7,6237,5917,904,5443,5013,1499,465,7.9,459,8.4,450,9,316,21.1
02/15/2023,19045,7,Clinton County,IA,97.3,28796,62,28683,65.8,27929,70.8,26445,73.7,8916,95,26304,56.7,26252,60.2,2027,26.3,25569,64.8,24225,67.5,8431,91.1,14295,54.3,14295,54.5,14200,55.5,13902,57.4,10882,69.7,6723,79.7,6174,56.7,4484,66.7,B,6,6,5,6,7,8,Non-metro,6,6,5,6,7,8,8,8,8,7,8,8,8,7,46429,43605,7715,39470,35890,9252,7092,16.3,7054,17.9,6952,19.4,4346,47
02/15/2023,29047,7,Clay County,MO,91.3,164291,65.7,162365,69.3,153538,72.9,140182,73.7,34349,95,142319,56.9,141374,60.3,19053,43.2,134181,63.7,122321,64.3,31312,86.8,76420,53.7,76391,54,74835,55.8,71061,58.1,45460,71.4,25372,81,26002,57.2,16666,65.7,A,2,2,3,2,2,4,Metro,2,2,3,2,2,4,4,4,4,4,4,4,4,4,249948,234259,44059,210713,190200,36092,38532,16.4,37808,17.9,36416,19.1,17109,47.4
