transcript	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0332449	0	0	0	5.39287	0	0
FBtr0335201	9.48125	0	9.53499	33.2369	0	14.1384
FBtr0335202	9.8613	9.09897	0.465014	0.370279	11.0189	0
FBtr0335203	0	0	0	0	12.2641	0
FBtr0308801	0	0	0	0	0	0
FBtr0308800	1	0	0	0	0	0
FBtr0080376	0	0	0	0	0	0
FBtr0078087	1242.1	183.461	160.083	1384.71	310.968	186.782
FBtr0331233	56.2737	0	8.12686	14.628	5.95993	6.75207
FBtr0331232	1529.54	755.296	648.079	1648.2	654.314	897.872
FBtr0304741	0	2.01836e-7	301.178	2.0936e-7	51.2211	1.00963e-7
FBtr0078088	2.39622	1.01913e-4	3.53815e-4	4.32834e-6	3.17682e-5	0.0389992
FBtr0079070	32.4716	122.072	115.984	90.7358	81.859	74.0719
FBtr0079071	254.876	19.004	20.2359	2.72447	10.7674	10.7876
FBtr0342936	14.0087	0	8.31476	35.1356	8.32373	8.33917
FBtr0300020	465.556	197.924	303.465	641.591	271.05	246.801
FBtr0346579	34.0881	0	0	50.8127	0	0
FBtr0343046	540.206	74.1635	24.667	196.439	24.6928	24.7372
FBtr0074623	1423.79	731.836	952.333	1487.56	602.307	627.263
FBtr0071358	466	170.878	204	347	149	175
FBtr0077605	0	0	0	1.91069e-7	5.22502	0
FBtr0305575	0	0	0	5.49393	0	0
FBtr0077606	0	0	0	0.00199744	0	0
FBtr0077607	7	3	7	4.50408	2.77498	5
FBtr0301229	1971.88	189.482	223.599	1388.89	206.546	224.032
FBtr0339674	401.12	1003.52	1250.4	1125.11	904.454	877.968
FBtr0073362	5	2	2	10	4	3
FBtr0073038	2	2	3	1	3	4
FBtr0306140	137.936	96.0813	151.603	157.189	91	105
FBtr0346523	124.055	1.9187	1.89683	111.094	0	0
FBtr0343115	1143.17	97.9433	159.426	1076.71	187.133	119.072
FBtr0081126	1041.83	904.057	1134.57	1552.29	820.867	1015.93
FBtr0342884	1.71551e-5	26.6499	0	76.3902	0	0
FBtr0071591	89.8987	32.1264	31.9232	134.224	35.8341	18.5859
FBtr0071589	992.42	729.24	892.092	675.177	656.61	730.828
FBtr0071590	432.308	67.9153	145.909	557.1	60.4798	68.5166
FBtr0340397	27.7204	0	0	9.24014	4.69671	0
FBtr0073809	377.28	221	262	488.76	175.303	291
FBtr0080925	2	1	1	1	0	0
FBtr0091852	2.61111	1.55556	1.61111	0.888889	1.38232	2.5
FBtr0083938	2	0	1	3	0	2
FBtr0087822	797.01	248.973	365.143	441.329	259.89	177.45
FBtr0087821	0	0	0	16.8676	0.11004800000000001	1.22138e-8
FBtr0339649	250.99	130.027	56.8569	216.804	3.74546e-5	79.5504
FBtr0310052	25.825	17.5907	22.858	41.2276	0	59.2014
FBtr0346182	65.341	0	5.54556	21.7803	5.56869	4.79864
FBtr0089702	48.834	30.409300000000002	42.5964	71.992	32.4313	0
FBtr0334159	0	34.9205	4.07642e-7	61.0467	0	0
FBtr0077706	12.2008	0	43.6123	186.318	173.133	1.63655e-5
FBtr0334158	279.635	97.0656	73.7401	396.407	57.1786	97.4106
FBtr0077708	49.4004	247.891	288.901	753.646	301.919	381.173
FBtr0334161	0	26.1224	0	0	0	10.5734
FBtr0077705	399.461	0	114.746	76.6793	99.7397	70.352
FBtr0077707	98.3032	0	2.74227e-8	217.903	38.4355	161.491
FBtr0334160	0	0	0	0	55.5943	0
FBtr0072354	0	0	0	0	0	0
FBtr0309194	0	0	0	0	0	0
FBtr0309195	11	4	0	8	2	2
FBtr0085737	0	0	0	0	0	0
FBtr0071265	29.9187	33.9261	20.7043	25.4028	28.6054	23.3274
FBtr0333603	70.0813	11.0739	15.2957	44.5972	15.3946	6.67259
FBtr0074076	82.5437	36.7883	32.7888	100.708	14.9157	11.0572
FBtr0346184	28.2895	11.5419	22.9365	22.6316	28.7584	17.3457
FBtr0077904	77.3754	56.8314	80	126.228	52.8604	64
FBtr0333543	67.6246	3.17582	0	73.7723	3.13964	0
FBtr0073402	0.726337	0	0	1	0.5	0
FBtr0076316	0	0	0	0	0	1
FBtr0340486	0	0	0	0	0	0
FBtr0076608	0	0	0	0	1	0
FBtr0336967	0	0	0	0	0	0
FBtr0336968	0	0	0	0	0	0
FBtr0330089	832.328	0	0	350.979	0	0
FBtr0075035	1446.72	920.666	1159.98	1715	1008.11	883.98
FBtr0333220	96.955	5.31324	20.7023	31.3678	8.19234	5.35156
FBtr0075036	0	53.0206	59.3218	195.654	53.6955	44.6681
FBtr0084930	365.332	162.468	224.29	349.969	127.17	162.396
FBtr0331359	0	0	0	0	0	0
FBtr0084931	113.692	83.532	75.1141	90.0314	83.8298	44.6043
FBtr0084929	10.9761	0	5.59572	0	0	0
FBtr0086329	0	0	0	0	0	0
FBtr0301847	0.0988773	751.32	805.892	1414.96	1124.64	1092.39
FBtr0301849	676.529	0	0	0.00149662	0	0
FBtr0301848	987.767	121.621	201.151	1421.42	131.974	125.908
FBtr0343497	0	0.0402205	0	96.2786	350.854	379.444
FBtr0305056	2387.85	639.143	914.3	3732.06	1096.5	1094.31
FBtr0301850	743.308	235.443	250.581	117.557	51.8965	29.8348
FBtr0301851	1318.44	1038.43	1190.08	1247.73	409.13	267.108
FBtr0075213	0	0	0	0	0	0
FBtr0089553	864	371.759	400.925	927	305.42	352.565
FBtr0307024	0	0	0	0	0	0
FBtr0339342	0	0	0	0	0	0
FBtr0339343	0	0	0	0	0	0
FBtr0077169	1951	995	1340	2278	982	1143
FBtr0074026	0	1.49364	0.995812	0.498327	0.498434	0
FBtr0112984	0	0	0	0	0	0
FBtr0330402	0	1.49364	0.995812	0.498327	0.498434	0
FBtr0340410	0	0.0127207	0.00837504	0.0033453	0.003131	0
FBtr0080254	0	0	0	0	0	0
FBtr0100081	0	0	0	0	0	0
FBtr0343410	0	0	0	0	0	0
FBtr0299544	0	0	0	0	0	0
FBtr0332252	19	7	8	12	12	9
FBtr0344096	0.0106068	0	0	0	0.00223922	0.00810854
FBtr0344102	2.78609	0	0	0	0.945721	1.84526
FBtr0344097	0.101651	0	0	0	0.0260198	0.0733165
FBtr0344101	1.66078e-7	0	0	0	1.36477e-8	1.68758e-7
FBtr0344098	0.101651	0	0	0	0.0260198	0.0733165
FBtr0344099	0	0	0	0	0	0
FBtr0344100	0	0	0	0	0	0
FBtr0079201	0	0	0	3	1	0
FBtr0076468	2681	1168.16	1298.05	3631	1421.62	1225
FBtr0086609	1	1	0	4	1	4
FBtr0308057	0	0	0	0	0	0
FBtr0076148	0	0	0	0	0	0
FBtr0071710	11	1	8	6	4	2
FBtr0302419	1	0	0	0	0	0
FBtr0079417	899.942	346.877	480.306	725.925	323.498	348.072
FBtr0079416	92.0576	54.1227	51.6938	91.0753	40.5023	14.9284
FBtr0083533	0	0	0	0	0	0
FBtr0346730	0	0	0	0	0	0
FBtr0345816	278.412	11.762	0	807.559	0	0
FBtr0074841	5.50703e-5	52.5305	46.3279	0	171.805	70.0024
FBtr0074842	465.588	217.707	324.672	714.441	371.195	547.998
FBtr0345392	12.555	0	16.4233	8.15172	0	5
FBtr0087359	0	0	1.57668	3.84828	0	0
FBtr0340003	15.445	9	0	0	6	0
FBtr0083851	2	1	0	0	0	1
FBtr0075905	2	1	2	2	0	2
FBtr0083648	0	1.93517e-7	0	0	0	0
FBtr0083642	0	0	0	0	0	0
FBtr0083646	642.719	95.107	137.417	808.507	172.742	179.884
FBtr0083645	0	0	0	0	0	0
FBtr0083649	0	0	0	0	0	25.3475
FBtr0330040	0	0	0	0	0	0
FBtr0083640	0	0	0	0	0	0
FBtr0083641	979.949	498.038	562.647	1545.03	887.66	654.587
FBtr0083644	415.17	31.4988	33.8798	516.549	53.4267	46.0536
FBtr0083652	0	60.7176	0	8.41349	0	0
FBtr0083651	512.734	157.738	234.734	1084.9	408.656	276.074
FBtr0301284	0	0	0	0	0	0
FBtr0083650	1047.17	308.597	386.456	1815.34	634.633	470.24
FBtr0083647	140.61	124.599	188.983	328.219	238.188	212.919
FBtr0083643	0	0	0	0	0	0
FBtr0310148	33.7848	6.06254e-6	1.30834e-4	52.4618	1.26968e-4	1.43029
FBtr0310147	73.9564	0.0295113	47.6161	14.1809	0.020591	29.9507
FBtr0339285	1.41306e-4	25.679	1.12554e-7	0	27.8215	0
FBtr0300369	16.7081	19.8498	0	16.708	10.1949	0
FBtr0077068	0	0	0	0	0	0
FBtr0346804	1	0	0	0	0	0
FBtr0075979	0	0	0	0	0	0
FBtr0100170	1	1	1	3.00176	0	1.00138
FBtr0339921	0	0	0	0	0	0
FBtr0076476	149.361	48	54.3783	114	50	44.2393
FBtr0074175	596.888	265.408	335.847	946.523	299.874	366.245
FBtr0074174	1.40879e-5	0	0	0	0	0
FBtr0300787	302.112	36.5915	28.1531	142.477	24.1264	11.7551
FBtr0300859	0	0	0	0	0	0
FBtr0310322	0	0	0	0	0	0
FBtr0071094	15231.9	16406.7	20056.3	19809.3	14129.9	20315.5
FBtr0071095	10742.8	16.615	35.0702	11194.6	32.1122	7.20684
FBtr0070396	524	178	182	607	160	155
FBtr0333710	0	0	0	0	0	0
FBtr0075048	0	0	0	0	0	0
FBtr0301267	0	0	0	1	0	0
FBtr0083404	0	0	1	2	0	2
FBtr0345013	0	0	0	0	0.99704	0
FBtr0290142	7	0	0	2	0.00296027	0
FBtr0332186	394.375	220	287.378	491.375	203.359	182.327
FBtr0079759	246.424	0	9.62214	23.0245	9.64066	9.67255
FBtr0332187	13.2011	0	0	6.60054	0	0
FBtr0305614	0	0	0	14.5992	0	0
FBtr0345173	32.0171	0	0	0.64516	0	0
FBtr0305613	0	7	16.0354	26.7777	11.0142	12.0221
FBtr0073537	14	7	5	12	7	6
FBtr0070159	352	192	243	425	179	217
FBtr0077815	1381	718	921	1650	615	740
FBtr0335485	1	1	1	1	0	1
FBtr0079470	0	0	0	0	0	0
FBtr0081472	1833	660	822	2093	727	792
FBtr0091637	0	0	0	0	0	0
FBtr0073720	2357	1041	1253	2767	1084	1155
FBtr0088171	0	0	0	0	0	1
FBtr0085710	0	0	0	0	0	0
FBtr0089948	0	55.477	1.40043e-8	0	0	8.01804
FBtr0345720	313.798	116.646	212.144	324.171	145.088	103.551
FBtr0114603	0	0	0	0	36.5257	46.5912
FBtr0329952	264.363	121.17	127.856	291.829	110.691	140.363
FBtr0100446	1696	799	1084	1560	668	719
FBtr0073961	47	8	28	36	17	13
FBtr0074998	545	211	335	597	260	228
FBtr0303851	0	0	0	0	0	0
FBtr0077066	58	35	41	74	32	46
FBtr0073033	440	190.945	185.954	571	160.923	178
FBtr0071855	15135.8	12710.7	14332.9	12704.6	10874.3	14992.9
FBtr0343002	13099.2	19.2524	41.1103	12550.4	12.7378	16.1195
FBtr0333454	175.074	2.01699	2.00074	80.6518	2.00848	8.08765
FBtr0078369	1104.93	503.983	731.999	1090.35	525.992	615.912
FBtr0343525	259.603	0	9.24574	253.198	8.86861	27.2072
FBtr0074043	407.771	185.78	163.148	317.426	148.171	194.463
FBtr0074042	1179.55	671.22	820.606	1658.38	821.96	689.33
FBtr0343149	0	28.987	0	11.3407	0	0
FBtr0305338	0	1.59594	0	56.5784	6.0292	6.56552
FBtr0305337	868.497	644.634	862.513	1073.23	777.96	861.285
FBtr0087379	141.891	103.063	131.54	121.82	51.5208	89.9318
FBtr0087378	2083.56	627.366	779.669	2008.72	731.385	874.445
FBtr0087377	446.49	275.638	289.448	670.681	235.812	257.928
FBtr0087376	375.803	107.69	107.182	679.147	162.097	142.673
FBtr0087375	432.259	23.2431	23.1608	211.635	43.1845	39.0224
FBtr0083109	195	130	133	196	111	92
FBtr0304713	16.0006	3.51339	12.6172	0	7.45761	0.169665
FBtr0333929	155.065	71.7057	104.145	113.247	52.015	83.6328
FBtr0333930	73.6323	8.78095	5.23757	56.5388	3.56187	2.77476
FBtr0343145	7.41146e-7	4.24941e-7	61.2127	1.4588	0	6.53912e-7
FBtr0343146	4.73752e-4	0.017368	1.28156e-8	0	0	0
FBtr0289954	372.936	345.302	247.186	165.217	125.527	233.471
FBtr0289955	467.18	107.681	251.601	680.515	296.626	196.687
FBtr0289956	161.108	0	0	95.8094	14.8473	12.9227
FBtr0079305	0	1	1	0	1	1
FBtr0070550	5	6	3	10	2	1
FBtr0083500	26	15	25	29	5	9
FBtr0082734	0	0	0	0	0	0
FBtr0074427	464.473	73.9145	190.586	477.52	145.637	125.861
FBtr0074428	144.223	91.1919	67.0742	176.413	72.3428	168.407
FBtr0339778	0	0	0	0	0	0
FBtr0074425	93.449	153.894	141.34	120.864	103.848	92.732
FBtr0339777	97.8548	0	0	131.203	11.1726	0
FBtr0331363	0.00815467	0	41.2775	73.5579	8.49316	27.1843
FBtr0331364	0	0.00737154	0	0	0	0.00410186
FBtr0084934	151.992	76.9926	31.5896	54.4421	41.5068	27.8116
FBtr0079638	830.699	568.808	698.571	1214.73	438.348	471.434
FBtr0079639	127.107	14.3395	34.3308	65.0803	28.3292	16.9777
FBtr0335186	876.195	198.853	236.098	466.193	231.323	226.588
FBtr0075231	1249	464	546	1126	468	489
FBtr0340208	0	0	5.78301	19.0121	3.42737	2.56866
FBtr0070415	41.1367	13	15.2275	0	9.57263	6.45399
FBtr0333727	15.9823	0	0	0	0	0
FBtr0083335	387.018	155	178	351	112	126
FBtr0082431	775	334	404	862	313	383
FBtr0091901	1.34836	0	0	0	0	0
FBtr0078493	407.106	14.0882	80.5154	202.489	133.886	68.2204
FBtr0078495	532.534	108.167	42.0322	538.748	0	45.5212
FBtr0334746	201.153	167.764	191.714	410.484	190.822	210.531
FBtr0078494	0.0274475	314.391	435.105	0	304.447	417.742
FBtr0334747	5.75021	36.73	0	0.312825	2.49368e-5	2.75734e-8
FBtr0344983	950.858	49.8593	49.6339	863.278	29.8449	9.98533
FBtr0078579	5	1	4	8	6	2
FBtr0073347	0	0	0	0	0	0
FBtr0083318	0	0	3	0	0	0
FBtr0306026	9.98887e-4	8.86096e-4	0	0	5.64998e-4	0.00243945
FBtr0306027	0.999001	0.999114	0	0	0.999435	1.99756
FBtr0081340	751	311	350	830	241	326.875
FBtr0088896	3.7598e-8	0	0	50.8384	0	0
FBtr0088895	2672.31	234.053	92.6332	718.188	0	93.9142
FBtr0342613	0	0	0	0	0	0
FBtr0083406	1	0	0	0	0	0
FBtr0333304	40.933	3.16514	3.15978	40.933	15.8117	6.33347
FBtr0071349	214.067	68.8349	93.8402	283.067	97.1883	105.667
FBtr0303105	0	23.1992	18.2906	0.988411	1.21298e-6	0
FBtr0334072	0	14.8008	0	21.7421	11.4221	8.5789
FBtr0310623	0	0	7.04464	6.07302	3.53716	1.81507
FBtr0072773	29.0873	0	7.44168	0.385263	4.67189e-7	0
FBtr0303104	28.9127	0	2.22306	1.81125	1.04079	0.606027
FBtr0070721	1	1	0	3	1	1
FBtr0346713	581.387	1456.77	1601.72	874.281	315.951	535.572
FBtr0082095	2746.12	874.885	827.784	3035.56	717.292	954.929
FBtr0082097	108.383	0	0	34.8585	17.4785	8.57028e-5
FBtr0082094	0	109.493	150.206	408.63	478.405	780.664
FBtr0082096	0	0	0	4.21591e-5	12.3235	4.16677
FBtr0303039	1489.11	814.517	1138.4	1884.98	1605.51	1012.02
FBtr0082794	0	0	0	0	0	0
FBtr0113480	0	0	0	0	0	0
FBtr0301471	0	0	0	0	0	0
FBtr0301467	0	0	0	0	0	0
FBtr0335238	0	0	0	0	0	0
FBtr0335237	10.2867	7.18356	11.2295	12.0511	4	5.16879
FBtr0301466	0	0	0	0	0	0
FBtr0301470	0	0	0	0	0	0
FBtr0335236	2.13243	0	0	4.26486	0	0
FBtr0301469	0	0	0	0	0	0
FBtr0335235	0	0	0	0	0	0
FBtr0304636	0	0	0	0	0	0
FBtr0086895	416	193	252	586	223	214
FBtr0306076	0	0	0	0	0	0
FBtr0339458	0	0	0	0	0	0
FBtr0071871	1	0	0	0	0	1
FBtr0078370	3	1	0	0	2	0
FBtr0342578	0	0	0	0	0	0
FBtr0080281	0	0	0	0	1	0
FBtr0082474	138.331	74.3642	110.322	242.29	40.0939	44.7908
FBtr0334890	1599.18	1928.39	2105.58	2086.89	1485.85	1754.21
FBtr0347553	34.6864	52.3835	33.3254	174.997	65.2415	83.9978
FBtr0082473	917.802	5.86086	5.77244	215.827	5.81456	0
FBtr0086579	1311	585	620	1361	568	555
FBtr0078560	334.555	256.874	144.166	326.641	153.032	162.451
FBtr0331398	245.075	60.393	214.867	318.94	94.3175	108.369
FBtr0331396	24.0053	32.5879	28.6902	49.4583	21.1395	31.9683
FBtr0331397	272.365	43.1447	48.2769	217.96	61.5107	59.2121
FBtr0083694	0	0	1	0	0	0
FBtr0346736	0	0	0	0	0	0
FBtr0074846	670	347	409	651	354	330
FBtr0339564	0	0	0	0	0	0
FBtr0081424	3	4	3	7	3	1
FBtr0345800	0	0	0	0	0	0
FBtr0088963	1	0	0	2	0	0
FBtr0077446	0	0	0	0	0	0
FBtr0301408	0	6.98071	2.78824	10.978	0	5.58972
FBtr0077447	4	0	0.204219	6.8964e-5	1	1.38977
FBtr0077448	0	0.0174343	0.00682347	0.0200318	0	0.0183499
FBtr0301407	0	0.00185671	7.21192e-4	0.00189731	0	0.00216444
FBtr0080137	0	0	0	0	0	0
FBtr0080138	0	0	0	0	0	0
FBtr0342584	0	0	1	0	0	0
FBtr0342583	0	0	0	0	0	0
FBtr0332170	0	40.7383	47.0022	0	20.5084	59.2556
FBtr0085631	2137.41	290.33	395.49	1352.67	218.826	241.932
FBtr0344763	16.8709	7.54164	9.72807	30.7567	2.25161	7.85571
FBtr0306587	0	0	0	0	0	3.76533e-8
FBtr0306588	0	0	0	38.3754	0	0
FBtr0085633	953.937	0	21.2894	1173.87	0	30.2228
FBtr0085635	0	24.1638	59.2851	63.813	59.0838	48.5305
FBtr0085632	4828.99	5096.31	6656.34	9173.71	4957.83	5183.58
FBtr0085634	4395.8	1020.92	1264.87	1400.73	1046.5	1465.63
FBtr0110884	0	0	0	0	0	0
FBtr0307115	4.00331	0	0	3.0079	0	3.00078
FBtr0072245	1	1	1	0	0	0
FBtr0339482	0	0	0	0	0	0
FBtr0304945	0	0	0	0	0	0
FBtr0074596	42	23	31	14	12	15
FBtr0076582	21	11	14	8	3	5
FBtr0308603	674.623	324.7	426.039	857.991	453.271	375.068
FBtr0300409	450.036	91.3004	88.9613	370.009	55.7285	79.9317
FBtr0337016	408.442	46.0261	17.1052	151.067	5.72628	0
FBtr0083314	412.558	299.974	348.895	501.933	222.274	303
FBtr0090013	0	4.11622e-4	0	0.0150791	0.00769126	4.43048e-4
FBtr0347485	0	0.0805709	0.387778	21.0908	1.00177e-5	0
FBtr0090014	4189.84	1800.04	2249.6	965.6	883.712	1099.26
FBtr0090027	25.8805	29.9021	13.9325	337.317	83.448	36.333
FBtr0090028	54.5573	14.6261	17.6364	374.851	63.9291	45.3464
FBtr0090023	404.383	251.997	164.855	456.685	130.213	72.6727
FBtr0090026	166.511	103.763	82.4274	213.12	94.7006	203.484
FBtr0090029	306.258	63.6466	102.554	159.929	143.993	82.9621
FBtr0090020	0	2.35924e-7	0	6.04233e-5	2.83843e-5	5.09101e-7
FBtr0090022	2329.25	1007.89	988.66	4476.02	2012.39	1786.14
FBtr0090025	1866.65	762.128	999.478	1719.86	918.491	924.275
FBtr0090015	603.698	355.455	338.221	1679.67	320.567	492.563
FBtr0090019	40.9514	15.2888	14.7583	269.855	31.4969	18.8768
FBtr0090021	145.249	129.76	81.6187	143.128	188.59	66.6889
FBtr0090016	0	3.12357e-7	0	1.67427e-4	6.57599e-5	1.02787e-6
FBtr0090018	0	7.05324e-8	0	1.46014e-5	3.29728e-6	3.22398e-8
FBtr0090017	0	2.69972e-8	0	6.48553e-6	2.3331e-6	9.77511e-8
FBtr0090024	229.779	66.4224	85.8675	113.863	71.4629	34.392
FBtr0078042	4	1	6	7	1	2
FBtr0340434	58.655	31.2912	31.4233	59.5773	24.8954	5.97164
FBtr0308699	929.984	359.938	535.199	727.489	364.548	328.26
FBtr0074006	554.385	181.315	280.346	752.669	208.643	266.261
FBtr0074005	751.444	1162.76	1321.81	1126.53	1160.39	1068.33
FBtr0100294	2634.53	470.7	637.222	3272.74	527.391	582.929
FBtr0079351	0	81.5153	83	0	69	99
FBtr0343774	175	12.8176	0	153	0	0
FBtr0452135	465.123	0	0	1704.04	0.00167184	2.23539e-4
FBtr0452136	2434.57	772.527	888.053	2842.45	988.671	785.314
FBtr0452137	144.671	282.07	259.861	0.0160464	509.867	484.289
FBtr0075463	0	0	0	0	0	0
FBtr0087995	0	0	0	0	0	0
FBtr0078896	0	0	0	0	1	0
FBtr0300356	33	16	23	42	22	31
FBtr0302181	8.80029	0	0	0	0	0
FBtr0302180	0	0.0753575	9.0227	0	0	0
FBtr0304595	0	0	0	0	0	0
FBtr0309829	0	12.7118	0	0	18.841	0
FBtr0343539	113.642	67.8612	73.8964	118.708	30.3776	28.2376
FBtr0302179	18.5581	5.35161	14.0809	15.1741	9.78143	8.76236
FBtr0343538	7.41134e-6	0	0	0	0	0
FBtr0304594	0	0	0	13.1179	0	0
FBtr0300899	4.50879	0	3.09283	22.3188	0	10.7691
FBtr0071140	238.088	246.029	311.132	290.463	208.647	288.362
FBtr0340163	10.5451	0	1.99866	0	0	0
FBtr0071141	11.2712	2.25991	11.7841	14.0224	4.3113	6.01118
FBtr0300900	249.113	12.2114	28.0382	305.355	13.0418	18.2423
FBtr0339401	23.3156	4.12966	18.5862	21.0805	5.0806	1.88505
FBtr0345706	7.01923	7.1845	0	7.01923	0	14.4009
FBtr0073904	2	0	4	3	3	3
FBtr0113085	3	1	1	1	1	4
FBtr0307904	2539.69	396.717	410.824	2463.07	528.587	349.883
FBtr0336668	291.35	33.2493	48.7578	360.782	102.881	50.7987
FBtr0074780	316.493	1188.03	1520.42	478.146	969.531	1279.55
FBtr0303259	73.5882	57	98	84.7255	74	71
FBtr0309090	72.4118	0	0	48.2745	0	0
FBtr0075627	1196.32	241.676	269.845	837.078	608.151	413.226
FBtr0075626	124.35	24.0301	0.0193637	986.922	0.114365	5.01783
FBtr0114529	1.32906	258.294	402.135	0	199.735	411.756
FBtr0086143	59	33	37	49.5551	25.5315	19.7268
FBtr0073092	0	0	0	0	0	0
FBtr0308063	4	1	1	7	0	0
FBtr0081756	157.588	2.74043	16.2283	136.22	5.4235	18.9532
FBtr0114520	306.412	168.273	182.797	383.78	160.586	192.047
FBtr0342672	0	0	1	0	0	0
FBtr0336963	0	2	0	0	0	0
FBtr0100547	55	23	37	25	8	12
FBtr0111192	549.177	196.264	218.352	618.158	188.237	202.853
FBtr0344110	141.282	17.2038	12.0012	68.0875	6.86911	10.3328
FBtr0111191	30.5412	8.53184	17.6469	20.7542	7.8943	17.8143
FBtr0305341	33	8	13	51	16	15
FBtr0343489	159.702	0	0	199.627	0	20.1383
FBtr0072342	604.298	345.933	416.479	718.373	356	290.308
FBtr0089175	41381.5	15550	16860.8	18190.3	14934.3	18768.9
FBtr0089176	144.694	5.96661	11.5649	5880.47	7.23989	16.5873
FBtr0308296	9972.78	166.056	135.618	4047.27	133.415	123.463
FBtr0336936	4.75276	2	0	2.37638	1	0
FBtr0088496	1.24724	0	1	2.62362	0	0
FBtr0071054	0	0	0	1	0	0
FBtr0083004	0	0	0	0	0	0
FBtr0346103	1	2	0	4	0	0
FBtr0433528	1.09493	2.21452e-6	1.86861	23.3167	0	1.08148
FBtr0347106	97.6995	44.6007	25.901	64.1246	14.9296	10.922
FBtr0086957	1346.13	531.171	638.586	1564.26	707.887	843.534
FBtr0112396	1	0	0	0	0	0
FBtr0078793	0	0	0	2	0	0
FBtr0100402	100.081	45.2136	95	132.953	96.4475	135.745
FBtr0100406	212.944	5.95491	23.7678	94.642	5.94812	17.8763
FBtr0100404	1003.97	191.832	159.232	831.405	203.604	116.379
FBtr0074974	2024.95	672.703	767.944	2045.56	808.974	743.883
FBtr0077956	1645	950.998	1286	2338	1127	1202
FBtr0100278	1405.57	875	977	2175.12	1094	1090
FBtr0076882	572.426	0	0	408.876	0	0
FBtr0079109	0	1	0	0	0	0
FBtr0079646	310	118	146	298	110	108
FBtr0087049	0	0	0	6.21294	0	0
FBtr0331960	1.6792	2.18373	0	0	0	1.6897200000000001
FBtr0087048	0	0	0	4.78706	0	0
FBtr0112819	0	0	0	0	0	0
FBtr0305070	0	0.816275	0	0	3.99882	0
FBtr0305069	0.320804	0	3	0	0.00118234	2.31028
FBtr0081757	372.021	141	160.514	423.208	126.478	200.457
FBtr0304703	46.9792	0	9.48636	18.7917	28.5216	9.54308
FBtr0074389	1	0	0	0	1	0
FBtr0072298	0.5	0	0	0.5	0.5	0
FBtr0330230	0.5	0	0	0.5	0.5	0
FBtr0081968	1095.02	655.126	781.095	1219.3	605.32	632.106
FBtr0300415	326.977	17.8743	8.90458	450.698	35.6804	17.8936
FBtr0089045	0	0	0	0	1	0
FBtr0075136	446	241	367	641	288	352
FBtr0073634	16.0362	12.0167	1.00237	41.0897	3.0047	7.00422
FBtr0083600	111	64	83	214	112	126
FBtr0071621	1	1	3	0	0	1
FBtr0084002	322.356	215.472	170.198	463.775	181	209
FBtr0336772	124.644	1.52772	58.8017	4.22461	2.3522e-4	2.00321e-5
FBtr0333838	417.739	122.525	71.1082	221.249	163.85	110.043
FBtr0075987	0	0	0	0	0	20.703
FBtr0333839	539.277	390.554	511.892	1139.56	507.15	535.114
FBtr0333842	0	1.02841e-7	0	0	0	7.13938
FBtr0333840	73.9843	48.9209	0	23.1874	0	0
FBtr0333841	0	0	0	0	0	8.67526e-8
FBtr0100469	43.0143	19.383	29.5525	79.2836	25.148	38.8017
FBtr0078012	1884.04	831.378	493.038	2395.63	820.341	710.189
FBtr0305507	1096.28	0	12.8697	2028.67	0	34.7686
FBtr0301908	371.662	943.239	1680.54	811.416	1384.51	1816.24
FBtr0088607	0	0	0	0	0	0
FBtr0088608	0	0	0	0	0	0
FBtr0088606	4	0	4	3	4	3
FBtr0100119	0	0	0	0	0	0
FBtr0076925	0	0	0	0	0	0
FBtr0087986	1031	575	648	1103	499	467
FBtr0085183	0	1	0	0	0	0
FBtr0339319	0	0	0	0	0	0
FBtr0340159	3355.15	689.204	793.946	3297.53	836.503	708.933
FBtr0071192	67.8488	515.796	660.054	640.474	639.497	561.067
FBtr0304043	1	0	0	0	1	2
FBtr0332135	0	0	0	0	0	0
FBtr0076716	1	1	0	0	0	0
FBtr0113138	523.826	24.0657	18.9573	624.439	51.6947	39.7015
FBtr0308201	353.052	93.8787	269.871	1688.82	421.846	365.916
FBtr0073339	16.4059	397.237	399.961	1021.49	654.741	863.913
FBtr0306534	237.036	7.39938e-7	0.250358	0.488215	6.73025e-5	8.40672
FBtr0333571	3771.1	240.893	400.436	2093.04	375.091	456.839
FBtr0306095	410.872	37.2294	40.9879	416.59	36.139	11.8394
FBtr0306096	0	0	0	0	0	0
FBtr0333570	7.50176e-7	9.65582e-8	0	7.85279e-6	0	8.55661e-7
FBtr0306533	52.2622	88.0204	132.419	0	71.7475	24.2845
FBtr0306094	11.5481	664.602	949.319	679.342	492.207	281.673
FBtr0308202	168.9	658.074	542.798	18.7917	407.534	442.426
FBtr0299970	107	48.5	68	106.5	52.5	65.5
FBtr0086667	0	0	0	0	0	0
FBtr0091446	266	121	142.799	273	95	121
FBtr0346470	0	0	0	0	0	0
FBtr0300460	29.2177	3.69741	2.9203	0	1	0
FBtr0300459	0	0	0	1.29047	0	0
FBtr0074077	1875	1038	1250	1947	964	937
FBtr0081667	1.50112e-5	0	0	5.771	0	0
FBtr0081668	5.55438e-4	0	0	0	0	0
FBtr0081664	0	0	0	0	0	0
FBtr0081665	1.3217	0	0	0	0	0
